PM_PROPERTY_ID,PROPERTY_NAME,ADDRESS_OF_RECORD,POSTAL_CODE,LATITUDE,LONGITUDE
3365936,Simon Elementary,0401 - 0601 MISSISSIPPI AV SE,20032,38.83598798,-77.00019727
3987331,2013 N. HAMPSHIRE AVE NW,2013 NEW HAMPSHIRE AVE NW,20009,38.91752036,-77.03553896
3989872,2101 N. HAMPSHIRE AVE NW,2101 NEW HAMPSHIRE AVE NW,20009,38.91841923,-77.0348752
4019576,"Chesterfield Cooperative, Inc.",3315 WISCONSIN AV NW,20016,38.93380116,-77.07197447
4561384,Duke Ellington Building,2121 WARD PL NW,20037,38.90640071,-77.04756775
3636028,Capital Plaza,0035 E ST NW,20001,38.89639431,-77.01060065
4371646,Aria On L Street,0300 L ST,20002,38.90397288,-77.00157874
3997842,Croydon,1815 17TH ST NW,20009,38.91468064,-77.03816696
3502417,Belvedere,1301 MASSACHUSETTS AV NW,20005,38.90525941,-77.0299438
4582540,Takoma Flats,7700 - 7730 EASTERN AVE NW,20012,38.98357252,-77.02481709
3857670,Park Ellison Apartments,1700 HARVARD ST NW,20009,38.92685779,-77.04043398
3412633,X Marshall Education Center (closed),2543  BALDWIN CRESCENT NE,20018,38.92606215,-76.95846924
3987925,Willcap Holdings LLC,0734 15TH ST NW,20005,38.8996313,-77.03406515
3365912,Raymond Education Campus,0915 SPRING RD NW,20010,38.93581867,-77.02643495
4354216,Hedin House Apartments,2900 NEWTON ST,20018,38.9343667,-76.96638615
3365790,Drew Elementary School,5600 EADS ST NE,20019,38.89600143,-76.91992926
3365912,Raymond Education Campus,0915 SPRING RD NW,20010,38.93581867,-77.02643495
3990143,Sherry Hall,2702 WISCONSIN AVE NW,20007,38.92503326,-77.07362239
3979275,Carlton Condo,2829  CONNECTICUT AV NW,20008,38.92760662,-77.05351533
3412604,& MPD Evidence Control Branch,4600 SHEPHERD PARKWAY SW,20032,38.81346215,-77.01487796
4539680,North Building,2150  PENNSYLVANIA AVE NW,20037,38.90163414,-77.04855786
4013984,Hightowers Condominium - Whole Building,2120 16TH STREET NW,20009,38.91878784,-77.03697464
3857667,Skyline Towers Apartments,2730 WISCONSIN AV NW,20007,38.92599403,-77.07357783
6271287,Tenley View,4600 WISCONSIN AVE NW,20016,38.94994728,-77.08082739
4376628,georgetown washington dc inn llc,1310 WISCONSIN AVE NW,20007,38.90720584,-77.06356262
3876577,Southeast Tennis and Learning Center,0601 MISSISSIPPI AV SE,20032,38.83774531,-76.99718102
1419714,Francis Scott Key Hall,600 20TH ST NW,20052,38.89764371,-77.04518683
4104309,Adams-Garden Towers,2325 15TH ST NW,20009,38.92090649,-77.03474526
4371660,Kaiser North Capitol,1011 NORTH CAPITOL ST NE,20002,38.90335475,-77.00837366
4442912,"Central Armature Works, Inc.",1200 3RD ST NE,20002,38.90638048,-77.00263477
3876581,Benning (Dorothy I. Height) Library,3935 BENNING RD NE,20019,38.89418868,-76.94777331
2977909,National Association of Letter Carriers,100 INDIANA AVE NW,20001,38.89333317,-77.01252649
3503353,La Reine Apartments,5425 CONNECTICUT AV NW,20015,38.96234751,-77.07337018
3365960,Tubman Elementary,3101 13TH ST NW,20010,38.92920603,-77.02944559
3992774,National Childrens Center Inc.,6200 2ND ST NW,20011,38.96543385,-77.01450871
1032878,Townhouse Row,607 23RD ST NW,20052,38.89784272,-77.04985701
4014135,Intrepid Eye Street,1720 I ST NW,20006,38.90103339,-77.04047444
4007727,2445 15th St NW,2445 15TH ST NW,20009,38.92285743,-77.03495498
3955406,Rosedale Community Center,17TH ST SE,20002,38.8978194,-76.97913631
4007389,The DeSoto,1445 P ST NW,20005,38.90981955,-77.03349768
3512672,1150 K St Condominium,1150 K ST NW,20001,38.9219295,-76.97928868
3075466,Garfield House,2844 WISCONSIN AVE NW,20007,38.92731799,-77.07358601
3990149,St Dominic Church and Priory,0630 E ST SW,20024,38.88300248,-77.0208612
3984144,Benning Court,1701 - 1713 BENNING RD NE,20002,38.89912037,-76.97781887
3506518,CH - Cuvilly Hall,125 MICHIGAN AVE NE,20017,38.92831615,-77.00220204
3412604,X MPD Evidence Control Branch,4600 SHEPHERD PARKWAY SW,20032,38.81346215,-77.01487796
3508507,KH - Kerby Hall,4TH ST NE,20017,38.92696828,-77.00125045
4005498,U-Haul Moving & Storage at S Capitol St SW,0010 P ST SW,20003,38.87149976,-77.00990035
4563776,E.L. Haynes Public Charter School - Georgia Avenue Campus,3600 GEORGIA AVE NW,20010,38.93453597,-77.02424564
2008136,T27 - Stone Straw Building,900 FRANKLIN ST NE,20017,38.9258326,-76.99325008
4178755,Langston Addition,2100 - 2110 H ST NE,20002,38.90037309,-76.97375486
3365820,School Without Walls High School,2130 G ST NW,20037,38.89813157,-77.04818876
3876579,! Second District Station,3320 IDAHO AV NW,20016,38.93485362,-77.07484037
3411314,@ Seventh District Station - Old 6th District HQ?,0110 42ND ST NE,20019,38.89249129,-76.94288759
4014013,Sheffield Condominiums - Whole Bldg,2320 WISCONSIN AVE NW,20007,38.92049142,-77.07207698
4000713,Shawmut Apartments,2200 19TH ST NW,20009,38.91922263,-77.04504251
3072203,The Yorkshire,3355 16TH ST NW,20010,38.93288658,-77.03601164
3503353,La Reine Apartments,5425 CONNECTICUT AVE NW,20015,38.96228105,-77.07370034
3503353,La Reine Apartments,5425 CONNECTICUT AVE NW,20015,38.96227359,-77.07369803
3048393,1444 I Street NW,1444 I ST NW,20005,38.90102007,-77.03274699
3633576,4373-0001,3015 - 3055 V ST NE,20018,38.91845145,-76.96509799
3411336,7th District & Fleet Fueling Site,2455  ALABAMA AVE SE,20020,38.85336354,-76.96952367
4577663,Hillcrest House,2501 25TH ST SE,20020,38.85775066,-76.97026896
3411332,! Third District Station,1620 V ST NW,20009,38.91787506,-77.0379731
4005498,U-Haul Moving &amp; Storage at S Capitol St SW,0010 P ST SW,20024,38.87149976,-77.00990035
6668477,"3939 Wisconsin Ave, NW",3939 WISCONSIN AV NW,20016,38.9408984,-77.07536359
3857667,Skyline Towers Apartments,2730 WISCONSIN AV NW,20007,38.92592161,-77.07367279
3499875,925 Apartments,0925 25TH ST NW,20037,38.9014431,-77.05305128
3991639,The York,0532 20TH ST NW,20006,38.89685363,-77.04530309
3075466,Garfield House,2844 WISCONSIN AVE NW,20007,38.92732545,-77.07358831
3365924,Seaton Elementary,1503 10TH ST NW,20001,38.91062615,-77.02488476
4007889,The Grays on Pennsylvania,2323 PENNSYLVANIA AVE SE,20020,38.87413334,-76.97220691
3412632,Therapeutic Recreation Center,31ST ST SE,20019,38.88087936,-76.96320549
3365964,! Tyler Elementary School,0738 10TH ST SE,20003,38.88069627,-76.99239423
3365886,King Elementary School,3200 6TH ST SE,20032,38.84245063,-76.99824126
3411314,Seventh District Station,0110 42ND ST NE,20019,38.89249129,-76.94288759
3990149,St Dominic Church and Priory,0630 E ST SW,20024,38.88298827,-77.02090702
3365964,Tyler Elementary,0738 10TH ST SE,20003,38.88069627,-76.99239423
3632118,4373-0002,3125 - 3165 V ST NE,20018,38.91833617,-76.96261866
3412632,! Therapeutic Recreation Center,31ST ST SE,20019,38.88087936,-76.96320549
3997842,Croydon,1815 17TH ST NW,20009,38.91468064,-77.03816696
3411314,@ Seventh District Station - Old 6th District HQ?,0110 42ND ST NE,20019,38.89249129,-76.94288759
1419790,Aston,1129 NEW HAMPSHIRE AVE NW,20037,38.90445719,-77.04788798
3365960,Tubman Elementary,3101 13TH ST NW,20010,38.92920603,-77.02944559
3185754,2424 Pennsylvania,2424 PENNSYLVANIA AV NW,20037,38.90299046,-77.05227492
3412666,Sixth District Station,1805 BLADENSBURG RD NE,20002,38.91508505,-76.97364233
3988101,Carnegie Institution of Washington,1530 P ST NW,20005,38.90942147,-77.0359486
3998622,Community Connections Real Estate Foundation,0801 - 0402 PENNSYLVANIA AV SE,20003,38.883647,-76.99453951
3999748,Calvary Baptis Church,0755 8TH ST,20001,38.89949106,-77.02259136
3365810,Garfield Elementary,2435  ALABAMA AVE SE,20020,38.85174082,-76.97080704
3984355,Franklin Commons,0101 - 0125 FRANKLIN ST NE,20002,38.92597678,-77.00408239
4342053,Benning Woods,0130 - 0138 42ND ST NE,20019,38.89168642,-76.94291618
1390065,Bond Building,1400 NEW YORK AV NW,,38.89886601,-77.03242572
3411314,@ Seventh District Station - Old 6th District HQ?,0110 42ND ST NE,20019,38.89249129,-76.94288759
3506518,CH - Cuvilly Hall,125 MICHIGAN AVE NE,20017,38.92832361,-77.00220432
3365832,Hearst Elementary School,3600  TILDEN PL NW,20008,38.94073011,-77.07195753
3365886,! King Elementary School,3200 6TH ST SE,20032,38.84245063,-76.99824126
3989831,THE NORWOOD,1868 COLUMBIA RD NW,20009,38.92031585,-77.04370578
5866334,Matthews Memorial Terrace LP,2632 MARTIN LUTHER KING JR AVE SE,20020,38.85761575,-76.99549377
3857667,Skyline Towers Apartments,2730 WISCONSIN AV NW,20007,38.92592161,-77.07367279
3365960,! Tubman Elementary School,3101 13TH ST NW,20010,38.92920603,-77.02944559
4021278,Best Western Georgetown Hotel and Suites,1121 NEW HAMPSHIRE AVE NW,20037,38.90431077,-77.04795405
3048393,1444 I Street NW,1444 I ST NW,20005,38.90102752,-77.03274929
3644356,The Delano,2745 29TH ST NW,20008,38.92494938,-77.05698754
3993833,Annunciation,3810 MASSACHUSETTS AV NW,20016,38.93012163,-77.07606523
4988493,Human Rights Campaign Foundation,1640 RHODE ISLAND AV NW,20036,38.90628652,-77.03808499
3365908,! Powell Elementary School,1350 UPSHUR ST NW,20011,38.94163148,-77.03140013
4442912,"Central Armature Works, Inc.",1200 3RD ST NE,20002,38.90638048,-77.00263477
3983263,The Sunderland Building,1320 19TH ST NW,20036,38.90808565,-77.04376909
3987331,Hampton Courts,2013 NEW HAMPSHIRE AVE NW,20009,38.9175129,-77.03553666
3987925,Willcap Holdings LLC,0734 15TH ST NW,20005,38.89962385,-77.03406286
2637498,President Madison Apartments,1908 FLORIDA AV NW,20009,38.9149938,-77.04434114
4450854,2101 Connecticut Ave Coop,2101 - 2201 CONNECTICUT AV NW,20008,38.91824478,-77.04692955
3411336,7th District & Fleet Fueling Site,2455  ALABAMA AVE SE,20020,38.85336354,-76.96952367
3955406,Rosedale Community Center,17TH ST SE,20002,38.8978194,-76.97913631
4418130,Parkside Senior LP,600 BARNES ST,20019,38.9002244,-76.95245373
4007727,2445 15th St NW,2445 15TH ST NW,20009,38.92285743,-77.03495498
3537434,! Turkey Thicket Recreation Center,1100 MICHIGAN AV NE,20017,38.93807178,-76.9926023
3412604,X MPD Evidence Control Branch,4600 SHEPHERD PARKWAY SW,20032,38.81346215,-77.01487796
3412682,Food Service Warehouse (Lease #8834),3535 V ST NE,20018,38.91823762,-76.95725552
4000077,Vermont Avenue Baptist Church,1630 - 1634 VERMONT AV NW,20009,38.91186954,-77.0287532
3512753,2950 Van Ness Street NW,2950 VAN NESS ST NW,,38.94284292,-77.06118647
3984616,Claypoole Courts,1408 - 1432 GIRARD ST NW,20009,38.92522212,-77.03307559
3365832,Hearst Elementary School,3600  TILDEN PL NW,20008,38.94073011,-77.07195753
4007889,The Grays on Pennsylvania,2323 PENNSYLVANIA AVE SE,20020,38.87412589,-76.97220464
4390599,The Metropolitan Apartments,200 RHODE ISLAND AVE NE,20002,38.9191846,-77.00327556
3412632,! Therapeutic Recreation Center,31ST ST SE,20019,38.88087936,-76.96320549
4019470,Solo Piazza Condominium,1300 13TH ST NW,20005,38.9074823,-77.03000225
3997140,Grand Lodge of IOOF,419 7TH ST NW,20004,38.89543232,-77.02158076
3365862,Lafayette Elementary School,5715  BROAD BRANCH RD NW,20015,38.96663502,-77.06803943
3365960,Tubman Elementary,3101 13TH ST NW,20010,38.92920603,-77.02944559
4378432,Aventine Fort Totten Building 2,300 HAMILTON ST NE,20011,38.95325872,-77.00102248
3857670,Park Ellison Apartments,1700 HARVARD ST NW,20009,38.92684776,-77.04046329
3411314,@ Seventh District Station - Old 6th District HQ?,0110 42ND ST NE,20019,38.89249129,-76.94288759
3411336,# Seventh District Station,2455  ALABAMA AVE SE,20020,38.85336354,-76.96952367
5015104,"770 M Street, LLC",0770 M ST SE,20003,38.87734648,-76.99545838
3365834,Hendley Elementary,0425 CHESAPEAKE ST SE,20032,38.82899335,-76.99918712
4582540,Takoma Flats,7700 - 7730 EASTERN AVE NW,20012,38.98357252,-77.02481709
3990143,Sherry Hall,2702 WISCONSIN AV,20007,38.92501553,-77.07365618
4577663,Hillcrest House,2501 25TH ST SE,20020,38.85775066,-76.97026896
2946167,Benjamin T. Rome,1619 MASSACHUSETTS AV,20036,38.9080435,-77.03755546
3998806,THE DRESDEN CONDOMINIUM,2126 CONNECTICUT AVE NW,20008,38.91824196,-77.04782633
3993124,The Avenue,3506 GEORGIA AVE NW,20010,38.93351637,-77.02414295
4868177,The Envoy,2144 CALIFORNIA ST NW,20008,38.91602454,-77.04831616
3857666,Macomb Gardens Apartments,3725 MACOMB ST NW,20016,38.93376582,-77.07349946
3672756,The Seville Apartments,1401 N ST NW,20005,38.90754468,-77.03236822
3306991,"1600 K St., NW",1600 K ST NW,20006,38.90213964,-77.03687333
3876579,! Second District Station,3320 IDAHO AV NW,20016,38.93485362,-77.07484037
3365936,! Simon Elementary School,0401 - 0601 MISSISSIPPI AV SE,20032,38.83598798,-77.00019727
3412647,# Murch Elementary School,4820  36TH ST NW,20008,38.95314278,-77.07035871
3494759,2001 S Street,2001 S ST NW,20009,38.91434228,-77.04508119
4104309,Adams-Garden Towers,2325 15TH ST NW,20009,38.92090649,-77.03474526
3857670,Park Ellison Apartments,1700 HARVARD ST NW,20009,38.92685033,-77.04043168
3625086,2000 Connecticut,2000 CONNECTICUT AV NW,20008,38.9168856,-77.04733048
3989872,2101 N. HAMPSHIRE AVE NW,2101 NEW HAMPSHIRE AV NW,20009,38.91832124,-77.03491607
3982256,M Street Towers,1112 M ST NW,20005,38.90531112,-77.02783378
3513647,Kalorama Place,1900  KALORAMA PL NW,20009,38.92149307,-77.04578902
3644356,The Delano,2745 29TH ST NW,20008,38.92495375,-77.05713642
1419714,Francis Scott Key Hall,600 20TH ST NW,20052,38.89763626,-77.04518452
4371687,The Goodwill Building,2200  SOUTH DAKOTA AVE NE,20018,38.92001264,-76.95848951
4418130,Parkside Senior LP,600 BARNES ST NE,20019,38.90008985,-76.95234362
3365834,Hendley Elementary School,0425 CHESAPEAKE ST SE,20032,38.82899335,-76.99918712
3506518,CH - Cuvilly Hall,125 MICHIGAN AVE NE,20017,38.92832361,-77.00220432
3365886,! King Elementary School,3200 6TH ST SE,20032,38.84245063,-76.99824126
4354216,Hedin House Apartments,2900 NEWTON ST,20018,38.9343667,-76.96638615
4769644,Roundtree Residences,2513 ALABAMA AVE SE,20020,38.85739488,-76.96907135
6668477,"3939 Wisconsin Ave, NW",3939 WISCONSIN AV NW,20016,38.94089094,-77.07536127
3980627,2400 Pennsylvania AV NW,2400 PENNSYLVANIA AV NW,20037,38.90282915,-77.05184008
3955406,Rosedale Community Center,17TH ST SE,20002,38.8978194,-76.97913631
3636028,Capital Plaza,0035 E ST NW,20001,38.89638686,-77.01059837
3876577,Southeast Tennis and Learning Center,0601 MISSISSIPPI AV SE,20032,38.83774531,-76.99718102
2946167,Benjamin T. Rome,1619 MASSACHUSETTS AV,20036,38.90804293,-77.0375658
3990208,1100 Vermont Avenue,1100 VERMONT AV NW,20005,38.90397418,-77.03338463
3989907,Neon 23,1023 15TH ST NW,20005,38.90339819,-77.03429743
3857666,Macomb Gardens Apartments,3725 MACOMB ST NW,20016,38.93375583,-77.07354412
3992388,Melwood,1803 BILTMORE ST NW,20009,38.9226112,-77.04313234
3412632,! Therapeutic Recreation Center,31ST ST SE,20019,38.88087936,-76.96320549
1419714,Francis Scott Key Hall,0600 20TH ST NW,20052,38.89765046,-77.04520155
3991639,The York,0532 20TH ST NW,20006,38.89684618,-77.0453008
3365856,Kimball Elementary,3375 MINNESOTA AVE SE,20019,38.88331065,-76.95718056
3185754,2424 Pennsylvania,2424 PENNSYLVANIA AV NW,20037,38.90299046,-77.05227492
4320214,Copley Plaza Cooperative,1514 17TH ST NW,20036,38.91022636,-77.03878177
3987925,Willcap Holdings LLC,0734 15TH ST NW,20005,38.8996313,-77.03406515
3365856,Kimball Elementary,3375 MINNESOTA AVE SE,20019,38.88331065,-76.95718056
4000713,Shawmut Apartments,2200 19TH ST NW,20009,38.91922263,-77.04504251
3365908,! Powell Elementary School,1350 UPSHUR ST NW,20011,38.94163148,-77.03140013
4007112,Tivoli - 2,1445 OTIS PL NW,20010,38.93551283,-77.03409314
3365810,Garfield Elementary School,2435  ALABAMA AVE SE,20020,38.85174082,-76.97080704
3997985,Winchester-Luzon,6601 14TH ST NW,20012,38.97085978,-77.0327596
3644356,The Delano,2745 29TH ST NW,20008,38.92495375,-77.05713642
4360735,Republic NAtional Distributing,4235 SHERIFF RD NE,20019,38.90206989,-76.94085609
4021278,Best Western Georgetown Hotel and Suites,1121 NEW HAMPSHIRE AV NW,20037,38.9042533,-77.04790429
3365960,Tubman Elementary School,3101 13TH ST NW,20010,38.92920603,-77.02944559
3989902,James Place Condominium Association,1077 30TH ST NW,20007,38.90359827,-77.05869125
3989831,THE NORWOOD,1868 COLUMBIA RD NW,20009,38.92031585,-77.04370578
4371872,Devonshire Court South,4105 WISCONSIN AVE NW,20016,38.94259214,-77.07619739
5806909,Langston:2726 - 2734 LANGSTON PL SE,2726 - 2734 LANGSTON PL SE,20020,38.85574837,-76.97073183
3697476,Dominican House of Studies,487 MICHIGAN AVE NE,20017,38.93132506,-76.99856904
5831704,Highland Park II,1444  IRVING ST NW,20010,38.92853301,-77.03441088
4178742,Fort Dupont,155 RIDGE RD SE,20019,38.8860347,-76.94971264
4007889,The Grays on Pennsylvania,2323 PENNSYLVANIA AVE SE,20020,38.87413334,-76.97220691
3876579,Second District Station,3320 IDAHO AV NW,20016,38.93485362,-77.07484037
3997919,Park Terrace,1660 LANIER PL NW,20009,38.92609123,-77.03922472
3770872,Shoreham North Condo,2501 CALVERT ST NW,20008,38.92360005,-77.05454904
3990214,Jennifer,1415 TUCKERMAN ST,20011,38.96790384,-77.03464641
3857666,Macomb Gardens Apartments,3725 MACOMB ST NW,20016,38.93375583,-77.07354412
3876579,! Second District Station,3320 IDAHO AV NW,20016,38.93485362,-77.07484037
2293741,Old Main,1922 F ST NW,20052,38.89712029,-77.04431914
4577663,Hillcrest House,2501 25TH ST SE,20020,38.85774321,-76.97026669
3412692,Amidon-Bowen Elementary School,0495 E ST SW,20024,38.87952285,-77.01812758
3365964,Tyler Elementary,0738 10TH ST SE,20003,38.88069627,-76.99239423
4006431,Madison Courts,0002 - 0032 CHESAPEAKE ST SW,20032,38.82860866,-77.00863387
3412666,Sixth District Station,1805 BLADENSBURG RD NE,20002,38.91508505,-76.97364233
3857668,The Elaine Apartments,3210 WISCONSIN AV NW,20016,38.93238234,-77.07307531
3990149,St Dominic Church and Priory,0630 E ST SW,20024,38.88300248,-77.0208612
3412682,? Food Service Warehouse (Lease #8834),3535 V ST NE,20018,38.91823762,-76.95725552
4390599,The Metropolitan Apartments,200 RHODE ISLAND AVE NE,20002,38.9191846,-77.00327556
4007727,2445 15TH ST. N.W.,2445 15TH ST NW,20009,38.92285743,-77.03495498
4007389,The DeSoto,1445 P ST,20005,38.90991518,-77.03358968
3365958,Truesdell Education Campus,0820 INGRAHAM ST NW,20011,38.95392056,-77.02470987
3365870,! Ludlow-Taylor Elementary School,0601 G ST NE,20002,38.89868413,-76.9968224
3991631,Days Inn,4400 CONNECTICUT AV NW,20008,38.94695704,-77.06560886
4023596,American Federation  of State County && Municiple Employees,1625 L ST NW,20036,38.9040539,-77.03776733
1034332,American Chemical Society - 1550 Building,1550 M ST NW,20005,38.90536697,-77.03572636
4917087,Randolph Towers Condominium,3900 14TH ST NW,20011,38.93894102,-77.03351748
6216269,Sonata Condominium,301 MASSACHUSETTS AVE NW,20001,38.90045924,-77.01545638
3365870,Ludlow-Taylor Elementary,0601 G ST NE,20002,38.89868413,-76.9968224
3365958,Truesdell Education Campus,0820 INGRAHAM ST NW,20011,38.95392056,-77.02470987
2972719,"601 Indiana Ave., NW",601 INDIANA AVE NW,20004,38.89464838,-77.02026341
2929580,Tyler House Associates 95 LP,1200 NORTH CAPITOL ST NW,20002,38.9060953,-77.01015693
6218366,The Kingsbury Center Inc.,5000 14TH ST NW,20011,38.95097432,-77.03406352
3984144,Benning Court,1701 - 1713 BENNING RD NE,20002,38.89912783,-76.97782114
3365936,Simon Elementary,0401 - 0601 MISSISSIPPI AV SE,20032,38.83598798,-77.00019727
4746392,Cesar Chavez Public Charter Schools For Public Policy,3701 HAYES ST NE,20019,38.90144549,-76.94906737
4374392,Gregory Apartments,0822 BARNABY ST SE,20032,38.83231157,-76.99130802
3365870,Ludlow-Taylor Elementary,0601 G ST NE,20002,38.89868413,-76.9968224
3075573,The Parkhill,1610 PARK RD NW,20010,38.93179702,-77.03725646
3365900,#NAME?,2801 CALVERT ST NW,20008,38.92360328,-77.05720567
3928873,IUOE,1125 17TH ST NW,20036,38.90450718,-77.03810652
3990143,Sherry Hall,2702 WISCONSIN AV,20007,38.92501553,-77.07365618
3365834,Hendley Elementary,0425 CHESAPEAKE ST SE,20032,38.82899335,-76.99918712
4352082,1440 Rockview Apartments,6040 14TH ST NW,20011,38.96359693,-77.033848
3965373,Continental Building,1012 14TH ST NW,20005,38.9032026,-77.03239727
4360735,Republic NAtional Distributing,4235 SHERIFF RD NE,20019,38.90206989,-76.94085609
3495768,THE FRONTENAC,4550 CONNECTICUT AV NW,20008,38.94940511,-77.06706876
6125181,Heights of Columbia Condominium,2750 14TH ST NW,20009,38.92525149,-77.03274612
3072203,The Yorkshire,3355 16TH ST NW,20010,38.93288658,-77.03601164
4178748,Montana Terrace,1625 MONTANA AVENUE NE,20018,38.921,-76.981044
3495768,Frontenac,4550 CONNECTICUT AV NW,20008,38.94940511,-77.06706876
3075573,The Parkhill,1610 PARK RD NW,20010,38.93178956,-77.03725416
3997914,Park Crescent,2901 18TH ST NW,20009,38.92653387,-77.04106727
2946167,Benjamin T. Rome,1619 MASSACHUSETTS AV,20036,38.90804293,-77.0375658
2637498,President Madison Apartments,1908 FLORIDA AV NW,20009,38.91503989,-77.04455847
3494759,2001 S Street,2001 S ST NW,20009,38.91434974,-77.04508348
4007727,2445 15TH ST. N.W.,2445 15TH ST,20009,38.9228567,-77.034933
3365820,School Without Walls High School,2130 G ST NW,20037,38.89813157,-77.04818876
4005419,Park Regent Apartments,1701 PARK RD NW,20010,38.93304713,-77.03910203
4104913,E.L. Haynes Public Charter School - Georgia Avenue Campus,3600 GEORGIA AV,20010,38.93440085,-77.02444229
3993124,The Avenue,3506 GEORGIA AV,20010,38.9333749,-77.02439827
3644356,The Delano,2745 29TH ST NW,20008,38.92494938,-77.05698754
3998608,DC Lottery Building,2101 MARTIN LUTHER KING JR AV SE,20020,38.8654159,-76.98968531
3365866,Leckie Elementary,4201 MARTIN LUTHER KING JR AVE SW,20032,38.8281825,-77.0129869
3504836,"Jemal's Cayre Car Barn, LLC",3600 M ST NW,20007,38.9057913,-77.06990057
4356086,Greenwood Manor,2337 - 2349 GREEN ST SE,20020,38.86138993,-76.9810051
4352082,1440 Rockview Apartments,1440 ROCK CREEK FORD RD NW,20011,38.96327353,-77.03480786
3412666,! Fifth District Station,1805 BLADENSBURG RD NE,20002,38.91508505,-76.97364233
4014187,WICAL,2323 WISCONSIN AV NW,20007,38.92093428,-77.07161524
2972719,"601 Indiana Ave., NW",601 INDIANA AVE NW,20004,38.89464838,-77.02026341
3991639,The York,0532 20TH ST NW,20006,38.89685363,-77.04530309
4823346,Parkchester,2700 WADE RD SE,20020,38.85878047,-76.99689829
4000706,National Theatre,1321 PENNSYLVANIA AV,20004,38.89646823,-77.03041008
3672756,The Seville Apartments,1401 N ST NW,20005,38.90754468,-77.03236822
3990208,1100 Vermont Avenue,1100 VERMONT AV NW,20005,38.90398163,-77.03338691
3984106,Azeeze Bates,1515 F ST NE,20002,38.89653092,-76.98242221
4382000,Parker House,4700 CONNECTICUT AVE NW,20008,38.9510938,-77.06817376
3411336,7th District & Fleet Fueling Site,2455  ALABAMA AVE SE,20020,38.85336354,-76.96952367
3365886,King Elementary School,3200 6TH ST SE,20032,38.84245063,-76.99824126
5790932,Anacostia Gardens,3600 ELY PL SE,20019,38.88401251,-76.95458353
3980627,2400 Pennsylvania AV NW,2400 PENNSYLVANIA AV NW,20037,38.90283661,-77.05184238
2972719,"601 Indiana Ave., NW",601 INDIANA AVE NW,20004,38.89464093,-77.02026112
4561384,Duke Ellington Building,2121 WARD PL NW,20037,38.90640816,-77.04757005
3876576,! William H. Rumsey Aquatic Center,0220 7TH ST SE,20003,38.88659283,-76.99703098
3365892,! Miner Elementary School,601 15TH STREET NE,20002,38.89738347,-76.98290659
4843909,Dorchester West,2425 17TH ST NW,20009,38.92241485,-77.03866536
3365780,! Cleveland Elementary School,1843 8TH ST NW,20001,38.91514078,-77.02262794
3992793,2100 Connecticut Ave,2100 CONNECTICUT AV NW,20008,38.91794772,-77.04772397
6387271,"Winthrop Condominium Association, Inc.",1727 MASSACHUSETTS AV,20036,38.90886637,-77.03983876
4746392,Cesar Chavez Public Charter Schools For Public Policy,3701 HAYES ST NE,20019,38.90143803,-76.94906511
4343400,Somerset House Condominium Association,1809 16TH ST NW,20009,38.91437241,-77.03600106
3997811,2701 Conneticut Ave NW,2701 CONNECTICUT AVE NW,20008,38.92578729,-77.05237042
3999748,Calvary Baptis Church,755 8TH ST NW,20001,38.8995958,-77.0225973
6772141,Topaz Hotel,1733 N ST NW,20036,38.90741934,-77.03970896
3515226,1301 Thomas Circle,1301 M ST,20005,38.90602446,-77.03018249
4360489,The Century,2651 16TH ST NW,20009,38.92456947,-77.03600622
3365892,Miner Elementary,601 15TH STREET NE,20002,38.89738347,-76.98290659
3365820,School Without Walls High School,2130 G ST NW,20037,38.89813157,-77.04818876
3982256,M Street Towers,1112 M ST NW,20005,38.90531858,-77.02783607
2293741,Old Main,1922 F ST NW,20052,38.89712029,-77.04431914
3984616,Claypoole Courts,1408 - 1432 GIRARD ST NW,20009,38.92522957,-77.03307789
1369166,AMERICAN SOCIETY FOR MICROBIOLOGY,1752 N STREET N.W.,20036,38.90704476,-77.0404639
1032878,Townhouse Row,607 23RD ST NW,20052,38.89785017,-77.0498593
3504836,"Jemal's Cayre Car Barn, LLC",3600 M ST NW,20007,38.9057913,-77.06990057
4542581,The Churchill Hotel,1914 CONNECTICUT AV NW,20009,38.91638191,-77.04696279
3993177,Paramount,829 QUINCY ST NW,20011,38.93791919,-77.02491505
3412682,Food Service Warehouse (Lease #8834),3535 V ST NE,20018,38.91823762,-76.95725552
1066315,900 19th St,0900 19TH ST NW,20006,38.90164771,-77.0438698
6268144,Carbon,0501 SCHOOL ST SW,20024,38.88414831,-77.0191279
3986542,Monroe House Condominium,522 21ST ST NW,20006,38.89672364,-77.04690329
2977909,NALC-100 Indiana Avenue,0100 INDIANA AV NW,20001,38.8932997,-77.01252876
4008040,The Lexington at Market Square II,0400 8TH ST NW,20004,38.89591769,-77.02316031
3990208,1100 Vermont Avenue,1100 VERMONT AV NW,20005,38.90398163,-77.03338691
3987925,Willcap Holdings LLC,0734 15TH ST NW,20005,38.8996313,-77.03406515
3994582,Prince Hall,1000 U ST NW,20001,38.91676633,-77.02630312
4018717,Winston House,2140 L ST NW,20037,38.90359469,-77.04790931
3411332,Third District Station,1620 V ST NW,20009,38.91787506,-77.0379731
3768467,The Hudson,1425 P ST NW,20005,38.90985556,-77.03274033
4861489,Kingsman Academy Public Charter School,1375 E ST NE,20002,38.89585771,-76.9862157
